,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
46056,USA,Direct,0,4,No Deposit,0,Transient,A,0,2,0
4868,JPN,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
2743,ISL,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
19718,CHE,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,2,0
18034,BEL,Direct,0,0,No Deposit,0,Transient,A,1,0,0
62105,LBN,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
38200,NZL,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
10277,ITA,Direct,0,3,No Deposit,0,Transient,A,1,0,0
48060,AUT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,1,0
76785,PRT,Direct,0,0,No Deposit,0,Group,F,0,1,0
47632,UZB,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
18118,PRT,Aviation,0,0,No Deposit,0,Transient-Party,A,0,0,1
46558,PRT,Online TA,0,0,No Deposit,0,Transient-Party,E,0,0,1
3421,PRT,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
42358,BEL,Online TA,0,0,No Deposit,0,Contract,A,0,3,0
20253,ESP,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
2330,PRT,Online TA,0,5,No Deposit,0,Transient,A,1,2,0
28219,ESP,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,2,0
32432,PAK,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
32574,DEU,Complementary,0,1,No Deposit,0,Transient,D,0,1,0
45663,PRT,Online TA,2,0,No Deposit,0,Transient,A,0,3,1
9246,LVA,Direct,0,1,No Deposit,0,Transient,H,0,0,0
37351,HRV,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
33261,ZAF,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
25203,ITA,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
36894,PRT,Online TA,1,1,No Deposit,0,Transient,E,0,1,1
3221,CHE,Direct,0,0,No Deposit,0,Transient,E,1,3,0
66046,USA,Direct,0,1,No Deposit,0,Transient,F,0,2,0
57724,TUN,Online TA,0,3,No Deposit,0,Transient,A,0,1,1
46767,PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,2,0
15445,ESP,Direct,0,1,No Deposit,0,Transient,F,0,1,0
4652,POL,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
46389,BRA,Online TA,0,2,No Deposit,0,Transient,F,0,1,0
7419,PRT,Complementary,0,0,No Deposit,0,Transient,F,0,0,0
190,PRT,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
31546,PRT,Direct,0,2,No Deposit,0,Transient,G,0,0,1
2328,ESP,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
12077,NLD,Direct,0,0,No Deposit,0,Transient,D,0,1,0
77905,CHN,Direct,0,1,No Deposit,0,Transient,E,0,0,0
38983,IRL,Online TA,0,0,No Deposit,0,Transient,B,0,1,0
53741,ITA,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
75348,THA,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
28497,PRT,Direct,0,3,No Deposit,0,Transient,E,0,1,1
68684,USA,Direct,0,1,No Deposit,0,Transient,A,0,0,1
43644,USA,Direct,0,1,No Deposit,0,Transient,E,0,0,0
60668,BRA,Direct,0,0,No Deposit,0,Group,D,0,5,0
65702,GBR,Online TA,0,1,No Deposit,0,Transient,E,1,2,0
15627,BEL,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
23755,AUT,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
7544,GBR,Direct,0,0,No Deposit,0,Transient,G,1,0,0
65528,JEY,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
23357,PRT,Complementary,1,0,No Deposit,0,Transient,D,0,4,0
10464,PRT,Groups,3,0,No Deposit,31,Transient-Party,A,0,0,1
66782,FRA,Online TA,0,1,No Deposit,0,Contract,F,0,0,0
610,PRT,Online TA,1,0,No Deposit,0,Transient,G,0,0,1
2785,ITA,Direct,0,0,No Deposit,0,Transient,D,0,3,0
29553,GBR,Direct,0,1,No Deposit,0,Transient,G,0,0,0
47256,ESP,Direct,0,0,No Deposit,0,Transient,C,0,1,0
81138,SVN,Online TA,0,2,No Deposit,0,Transient,G,1,0,0
18305,PRT,Groups,0,0,Non Refund,80,Transient,A,0,0,1
49266,BEL,Aviation,0,0,No Deposit,0,Transient,E,0,0,0
11904,FRA,Online TA,0,1,No Deposit,0,Transient,F,1,2,0
72261,ESP,Offline TA/TO,0,1,No Deposit,0,Transient-Party,F,0,1,0
3473,SWE,Groups,0,0,No Deposit,14,Transient,C,0,0,0
32831,OMN,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
62638,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,2,0
27916,LUX,Online TA,0,0,No Deposit,0,Transient,H,0,0,0
19611,USA,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
16837,NOR,Direct,0,1,No Deposit,0,Transient,A,0,0,0
9157,PRT,Complementary,0,0,No Deposit,0,Transient,D,0,2,1
38252,PRT,Direct,0,2,No Deposit,0,Transient,D,1,4,0
75084,CHE,Online TA,0,1,No Deposit,0,Transient,D,1,0,0
63821,USA,Online TA,0,1,No Deposit,0,Transient-Party,A,0,3,0
35609,IRQ,Online TA,0,0,No Deposit,0,Contract,B,0,0,0
51615,ESP,Direct,0,1,No Deposit,0,Transient,C,0,2,0
39797,PRT,Complementary,0,1,No Deposit,0,Transient,D,0,3,0
45193,PRT,Direct,1,0,No Deposit,0,Transient,E,0,1,0
52761,GBR,Direct,0,0,No Deposit,0,Transient,F,0,1,1
19138,NLD,Direct,0,0,No Deposit,0,Transient,F,0,1,0
25707,NLD,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
36065,ITA,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
14288,PRT,Complementary,0,3,No Deposit,0,Transient,A,0,0,0
65176,BRA,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
6844,DEU,Direct,0,0,No Deposit,0,Transient,A,0,2,0
68394,BIH,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
21346,FRA,Direct,0,0,No Deposit,0,Transient,D,0,3,1
31776,ITA,Online TA,0,1,No Deposit,0,Group,A,0,1,0
6384,HUN,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
3458,GBR,Online TA,0,0,No Deposit,0,Transient,B,0,1,0
78583,GBR,Direct,0,2,No Deposit,0,Transient,F,0,3,0
30272,FRA,Online TA,0,0,No Deposit,0,Transient,D,1,3,0
28884,BRA,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
51529,PRT,Complementary,0,2,No Deposit,0,Transient,G,1,4,0
11140,FRA,Direct,0,2,No Deposit,0,Transient,B,0,0,1
7268,QAT,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
44161,BWA,Online TA,0,3,No Deposit,0,Transient,A,0,3,0
27594,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
57843,ITA,Online TA,0,1,No Deposit,0,Transient,E,0,1,1
620,NOR,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
44667,FRA,Online TA,0,1,No Deposit,0,Transient,F,0,1,1
55112,ROU,Offline TA/TO,0,3,No Deposit,0,Transient,D,0,1,0
36633,DEU,Online TA,0,1,No Deposit,0,Transient,E,0,0,1
62837,LUX,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
9044,COL,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
175,RUS,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4829,USA,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
35640,NOR,Online TA,0,1,No Deposit,0,Transient,D,0,2,1
2675,PRT,Offline TA/TO,2,0,No Deposit,0,Transient,A,0,1,1
42044,PRT,Offline TA/TO,2,0,No Deposit,0,Transient,A,0,3,0
5281,HUN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
73119,ARG,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
34205,ITA,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
49479,GBR,Groups,0,1,No Deposit,0,Transient-Party,D,0,2,0
25105,FRA,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
16095,BRA,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
45626,NLD,Online TA,0,0,No Deposit,0,Transient,F,1,3,0
22220,BRA,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,0,0
41257,CHN,Direct,0,0,No Deposit,0,Transient,A,0,1,1
6813,DNK,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
63379,CHE,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
5006,TWN,Direct,0,0,No Deposit,0,Transient,A,0,1,0
3320,SVN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
60250,POL,Direct,0,1,No Deposit,0,Transient,G,0,2,0
38909,PRT,Online TA,0,0,No Deposit,0,Group,D,0,1,1
5127,DEU,Direct,0,0,No Deposit,0,Transient,E,0,0,0
78357,PRT,Offline TA/TO,0,2,No Deposit,0,Transient,C,0,0,0
405,ESP,Groups,0,0,Non Refund,0,Transient,A,0,0,1
33343,RUS,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
13032,FRA,Offline TA/TO,0,0,No Deposit,68,Transient-Party,A,0,1,0
27989,KOR,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
26247,CN,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
43227,PRT,Complementary,4,0,No Deposit,0,Transient-Party,D,0,3,1
27556,CN,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
76314,PRT,Online TA,0,5,No Deposit,0,Transient-Party,E,1,2,0
56665,NZL,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
20303,NZL,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
23255,PRT,Complementary,0,1,No Deposit,0,Transient-Party,A,0,0,0
49104,PRT,Corporate,2,1,No Deposit,0,Transient-Party,A,0,0,0
44930,DEU,Direct,0,0,No Deposit,0,Transient-Party,D,0,3,0
19127,IRL,Direct,0,0,No Deposit,0,Transient-Party,F,0,1,0
52306,DNK,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
28365,FIN,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
35971,BEL,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
71193,ESP,Direct,0,0,No Deposit,0,Transient-Party,A,0,2,0
24103,POL,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
69952,KOR,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
23140,GBR,Online TA,0,2,No Deposit,0,Transient,G,0,0,1
5273,GBR,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,2,0
48508,FRA,Online TA,0,0,No Deposit,0,Transient-Party,D,0,4,0
47448,POL,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
40131,AUS,Direct,0,0,No Deposit,0,Transient,G,0,0,0
25174,CN,Online TA,0,0,No Deposit,0,Transient,F,1,1,0
15527,ITA,Direct,0,1,No Deposit,0,Transient,A,0,3,0
8111,FRA,Online TA,0,2,No Deposit,0,Transient,A,0,3,1
74827,PRT,Direct,0,0,No Deposit,0,Group,F,1,2,0
42988,BRA,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
16288,FRA,Direct,0,1,No Deposit,0,Transient,F,0,0,0
1030,PRT,Corporate,0,0,No Deposit,0,Transient,A,0,2,0
19413,BRA,Online TA,0,4,No Deposit,0,Transient,A,0,2,0
18364,ESP,Direct,0,0,No Deposit,0,Transient,D,0,2,0
36558,CN,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,0
38595,DEU,Online TA,0,1,No Deposit,0,Transient,E,0,1,0
83427,IRN,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
67814,CHE,Online TA,0,0,No Deposit,0,Contract,A,1,1,0
1242,FRA,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,0
12705,ESP,Online TA,0,1,No Deposit,0,Transient,B,0,0,1
42435,ROU,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
920,FRA,Direct,0,0,No Deposit,0,Transient,E,0,0,0
36387,TMP,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
4456,ISR,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
15509,PRT,Online TA,1,0,No Deposit,0,Transient,D,0,0,1
31557,PRT,Direct,2,0,No Deposit,0,Transient,E,0,2,1
30063,SWE,Direct,0,0,No Deposit,0,Transient,A,0,1,1
4408,IRL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,1
24979,USA,Direct,0,0,No Deposit,0,Transient,A,0,0,1
23144,PRT,Offline TA/TO,0,4,No Deposit,0,Transient-Party,A,0,0,1
48728,ARG,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
64038,FRA,Direct,0,2,No Deposit,0,Transient,D,0,3,0
68902,NGA,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
1188,AUT,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
49503,USA,Direct,0,5,No Deposit,0,Transient,A,0,0,0
45158,POL,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
58393,BFA,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
5043,CHE,Groups,0,0,No Deposit,0,Contract,A,0,1,0
45785,PRT,Direct,1,0,No Deposit,0,Transient,D,0,3,1
31910,GBR,Offline TA/TO,0,2,No Deposit,0,Transient-Party,G,0,0,0
53962,NLD,Direct,0,1,No Deposit,0,Transient,E,0,1,0
31772,ESP,Direct,0,0,No Deposit,0,Transient-Party,A,1,0,0
5792,AUS,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
36151,ESP,Groups,0,4,No Deposit,0,Transient-Party,A,0,2,0
25616,USA,Direct,0,0,No Deposit,0,Group,D,0,0,0
3287,CZE,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
7123,LUX,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
45784,PRT,Offline TA/TO,0,0,No Deposit,0,Group,E,0,1,1
1123,SWE,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
31274,PRT,Corporate,0,21,No Deposit,0,Transient-Party,A,0,0,0
71565,ESP,Online TA,0,5,No Deposit,0,Transient,A,0,1,0
372,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
13696,CYP,Groups,0,1,No Deposit,0,Transient-Party,D,0,2,0
6174,PRT,Direct,0,2,No Deposit,0,Transient,A,0,2,0
1401,PRT,Offline TA/TO,0,0,No Deposit,48,Transient-Party,A,0,0,1
3117,USA,Direct,0,0,No Deposit,0,Transient,A,0,0,0
49499,GBR,Online TA,0,4,No Deposit,0,Transient,D,0,0,1
5369,COL,Direct,0,2,No Deposit,0,Transient-Party,B,0,2,0
73608,PRT,Groups,0,1,No Deposit,11,Transient-Party,A,0,0,0
66363,CHE,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
60203,IND,Direct,0,4,No Deposit,0,Transient,A,0,0,0
34885,SWE,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
26251,PRT,Direct,0,1,No Deposit,0,Transient-Party,B,1,1,0
58955,RUS,Direct,0,3,No Deposit,0,Transient,F,1,1,0
53264,AUT,Online TA,0,13,No Deposit,0,Transient,A,0,1,0
23732,NLD,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
165,DEU,Groups,0,0,No Deposit,0,Transient-Party,D,0,0,0
14561,IND,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
42645,DEU,Offline TA/TO,0,1,No Deposit,0,Contract,A,1,1,0
20771,AGO,Online TA,0,1,No Deposit,0,Contract,D,0,1,0
34852,BEL,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
568,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
4204,PRT,Direct,0,0,No Deposit,0,Transient-Party,F,0,2,0
36249,IND,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
14827,PRT,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
81408,PRT,Direct,0,4,No Deposit,0,Transient,F,0,1,0
32580,POL,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
8159,ESP,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
35305,AUS,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
25,ESP,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,1,0
9616,UKR,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
3159,MAR,Online TA,0,4,No Deposit,0,Transient,A,0,2,0
60133,PRT,Online TA,1,0,No Deposit,0,Transient-Party,B,0,0,1
17385,USA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,F,0,1,0
33186,IRL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,1,0
46508,HKG,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
26891,GRC,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
745,DEU,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
54967,NZL,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
11454,BRA,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
169,PRT,Direct,0,0,No Deposit,0,Transient,E,0,0,0
9827,PRT,Online TA,0,5,No Deposit,0,Transient,A,0,2,0
10947,ARE,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
4779,MEX,Direct,0,0,No Deposit,0,Transient,A,0,1,0
29036,PRT,Online TA,1,0,No Deposit,0,Transient,G,0,3,1
80953,ROU,Direct,0,0,No Deposit,0,Transient,A,0,3,0
2230,CN,Direct,0,2,No Deposit,0,Transient,A,0,0,0
7178,FRA,Complementary,0,0,No Deposit,0,Transient,D,0,1,0
24976,IDN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
313,PRT,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
21613,SWE,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
43727,PRT,Direct,1,0,No Deposit,0,Transient,E,0,3,1
4036,AUT,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
52461,ITA,Corporate,0,0,No Deposit,0,Transient,D,0,0,0
41969,PRT,Online TA,2,0,No Deposit,0,Transient,G,0,2,1
13007,DEU,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
5146,FRA,Online TA,0,3,No Deposit,0,Transient,D,0,2,0
13909,USA,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
6072,IRL,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
59634,PRT,Online TA,1,1,No Deposit,0,Contract,A,0,0,1
7363,FRA,Corporate,1,0,No Deposit,0,Transient,A,0,0,1
82688,PRT,Offline TA/TO,0,2,No Deposit,0,Transient-Party,E,0,0,0
29341,FRA,Direct,0,1,No Deposit,0,Transient,H,0,0,0
496,PRT,Groups,1,0,No Deposit,0,Transient-Party,A,0,0,1
18923,FIN,Online TA,0,1,No Deposit,0,Transient,E,0,1,1
13066,PRT,Complementary,0,2,No Deposit,0,Transient,B,0,0,0
59683,ESP,Online TA,0,0,No Deposit,0,Contract,F,0,2,0
23269,FRA,Online TA,0,0,No Deposit,0,Contract,F,0,0,0
437,ROU,Direct,0,0,No Deposit,0,Transient,A,0,0,1
17399,IRL,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
3794,FRA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
25985,ARG,Direct,0,1,No Deposit,0,Transient-Party,A,0,1,0
7382,CHE,Direct,0,0,No Deposit,0,Transient,D,1,1,0
71417,BEL,Online TA,0,1,No Deposit,0,Contract,A,0,2,0
15688,ISR,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
12622,USA,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,3,0
44351,PRT,Online TA,1,1,No Deposit,0,Contract,A,0,1,1
390,ESP,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
52553,FRA,Corporate,0,0,No Deposit,0,Transient,D,0,1,0
4021,PRT,Direct,0,3,No Deposit,0,Transient,C,0,3,0
29809,AUT,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
4095,NLD,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
6934,DNK,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
58078,FRA,Groups,0,1,No Deposit,236,Transient-Party,A,0,0,0
79274,GBR,Offline TA/TO,0,3,No Deposit,0,Transient,D,0,2,0
1410,USA,Online TA,0,1,No Deposit,0,Transient,E,0,4,0
6176,CHN,Online TA,0,3,No Deposit,0,Transient,A,0,2,1
699,BEL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
21414,DEU,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
64413,GBR,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,2,0
50187,DEU,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,0
19583,CHN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
9667,DEU,Groups,0,1,No Deposit,0,Transient,E,0,1,0
42697,IRL,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,2,0
49438,ESP,Online TA,0,3,No Deposit,0,Transient,D,0,1,1
29604,DNK,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,0,0
943,GBR,Groups,0,4,No Deposit,0,Transient-Party,A,1,0,0
42772,NGA,Direct,0,0,No Deposit,0,Transient,E,0,1,1
85,PRT,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
397,BRA,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
76757,GBR,Online TA,0,4,No Deposit,0,Transient,G,0,1,0
79249,SAU,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
5848,ITA,Offline TA/TO,0,0,No Deposit,44,Transient-Party,A,0,1,0
27458,CHN,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
7245,CHE,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
2430,PRT,Direct,0,3,No Deposit,0,Transient,D,0,3,0
319,PRT,Groups,0,0,Refundable,0,Transient-Party,D,0,0,1
9097,ITA,Direct,0,1,No Deposit,0,Transient,A,0,0,1
46796,VNM,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
30667,PRT,Corporate,0,3,No Deposit,0,Transient-Party,A,0,2,0
44281,CN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,0,0
31011,GBR,Direct,0,0,No Deposit,0,Group,D,0,0,0
39362,GBR,Offline TA/TO,0,1,No Deposit,0,Contract,E,0,0,0
44390,ARG,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
432,IND,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
6466,PRT,Offline TA/TO,0,0,No Deposit,63,Transient-Party,A,0,0,1
46750,IND,Online TA,0,1,No Deposit,0,Transient,E,0,0,0
20243,MLT,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,0,0
43183,ESP,Offline TA/TO,0,0,No Deposit,9,Transient-Party,A,0,0,0
27483,KOR,Direct,0,0,No Deposit,0,Transient,A,0,0,0
45282,ESP,Online TA,0,6,No Deposit,0,Transient,A,0,3,0
10803,NLD,Online TA,0,1,No Deposit,0,Transient,G,0,0,0
17107,PRT,Online TA,0,0,No Deposit,0,Transient,H,1,2,0
6071,CHE,Online TA,0,0,No Deposit,0,Contract,F,0,1,0
41807,DOM,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
1539,GBR,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
730,ITA,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
33594,NLD,Online TA,0,1,No Deposit,0,Transient-Party,H,0,0,0
21747,CHE,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
16197,NZL,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,0
7205,CHE,Direct,0,1,No Deposit,0,Transient-Party,E,0,0,0
72597,HUN,Direct,0,0,No Deposit,0,Transient,D,1,0,0
3377,GBR,Direct,0,0,No Deposit,0,Transient,D,0,2,0
1644,AUT,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
5312,FRA,Online TA,0,2,No Deposit,0,Transient,B,0,0,0
23579,NLD,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
1642,CHE,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
34725,BRA,Online TA,0,0,No Deposit,0,Group,A,0,2,0
34001,CN,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
75294,FIN,Groups,0,0,No Deposit,0,Transient,A,0,0,0
10178,PRT,Offline TA/TO,0,0,No Deposit,14,Transient-Party,A,0,0,1
5941,AUT,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
64563,DNK,Online TA,0,2,No Deposit,0,Transient,B,0,0,1
39350,ITA,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
41522,FRA,Online TA,0,1,No Deposit,0,Transient,G,0,1,1
4159,FRA,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
43758,THA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
35677,GBR,Groups,0,0,No Deposit,0,Group,A,0,1,0
673,UKR,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
58410,DEU,Complementary,0,0,No Deposit,0,Transient,A,0,0,0
4304,MOZ,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
62923,PRT,Aviation,0,0,No Deposit,0,Transient-Party,D,0,0,1
75722,GBR,Groups,0,1,No Deposit,0,Transient-Party,E,0,0,0
21834,ESP,Online TA,0,2,No Deposit,0,Transient,E,0,2,1
73250,EST,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
273,ESP,Online TA,0,2,No Deposit,0,Transient,F,0,0,0
19678,ESP,Online TA,0,2,No Deposit,0,Transient,A,1,2,0
32926,NOR,Direct,0,0,No Deposit,0,Transient,G,0,2,0
25140,AGO,Complementary,0,0,No Deposit,0,Transient,E,0,0,0
6887,PRT,Complementary,4,0,No Deposit,0,Transient,A,0,1,0
13336,PRT,Offline TA/TO,0,0,No Deposit,59,Transient-Party,A,0,0,0
64318,THA,Offline TA/TO,0,0,No Deposit,21,Transient-Party,A,0,0,0
70224,FRA,Online TA,0,1,No Deposit,0,Group,A,0,2,0
42534,ITA,Direct,0,3,No Deposit,0,Transient,F,0,1,0
71128,MLT,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
80822,SWE,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
64694,PRT,Complementary,0,1,No Deposit,0,Transient,F,1,1,0
14822,ROU,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
55869,ESP,Offline TA/TO,0,7,No Deposit,0,Transient,D,0,0,0
12745,GBR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
65697,GBR,Online TA,0,2,No Deposit,0,Transient,F,0,0,0
44879,GBR,Direct,0,0,No Deposit,0,Transient,D,0,1,1
37663,RUS,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
5270,IRL,Direct,0,0,No Deposit,0,Transient,E,0,2,0
71178,GBR,Online TA,0,2,No Deposit,0,Transient-Party,A,1,1,0
23868,PRT,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,1
2114,AUT,Aviation,0,0,No Deposit,0,Transient,D,0,0,0
6339,USA,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4089,KOR,Direct,0,1,No Deposit,0,Transient,A,0,0,0
72258,PRT,Complementary,3,0,No Deposit,0,Transient,A,0,1,0
3035,ITA,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
7256,IRL,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
