,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
59604,LUX,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
59614,ITA,Online TA,0,1,No Deposit,0,Transient-Party,D,0,0,0
59615,PER,Direct,0,0,No Deposit,0,Transient,D,0,1,0
59634,PRT,Online TA,1,1,No Deposit,0,Contract,A,0,0,1
59669,DNK,Online TA,0,2,No Deposit,0,Transient,E,0,2,1
59673,PER,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
59683,ESP,Online TA,0,0,No Deposit,0,Contract,F,0,2,0
59707,COL,Direct,0,0,No Deposit,0,Transient,A,0,0,0
59735,DNK,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
59756,AUT,Direct,0,1,No Deposit,0,Transient,A,0,1,0
59762,GBR,Online TA,0,1,No Deposit,0,Transient,E,1,1,0
59768,PRT,Direct,0,1,No Deposit,0,Transient,G,0,2,1
59785,IRL,Direct,0,0,No Deposit,0,Transient,F,1,1,0
59793,PRT,Online TA,0,0,No Deposit,0,Transient-Party,H,1,2,0
59834,ESP,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
59866,PRT,Corporate,1,0,No Deposit,0,Transient,A,0,2,0
59880,IND,Direct,0,0,No Deposit,0,Transient,A,0,1,1
59891,FRA,Direct,0,0,No Deposit,0,Transient,G,1,0,0
59896,ITA,Online TA,0,5,No Deposit,0,Transient,A,0,2,1
59901,ESP,Corporate,0,0,No Deposit,0,Transient,D,0,1,0
59908,DNK,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
59914,BEL,Complementary,0,0,No Deposit,0,Transient,A,0,1,0
59936,PER,Direct,0,0,No Deposit,0,Transient-Party,F,0,2,0
59944,BRA,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
59963,GBR,Direct,0,0,No Deposit,0,Transient,B,0,0,1
59990,ESP,Direct,0,0,No Deposit,0,Transient,D,0,1,1
59993,NOR,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
60008,SWE,Direct,0,2,No Deposit,0,Transient,A,1,0,0
60010,BDI,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
60020,PRT,Offline TA/TO,1,0,No Deposit,0,Contract,D,0,0,1
60031,BEL,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
60038,ISR,Groups,0,1,No Deposit,0,Transient-Party,D,0,2,0
60074,GBR,Direct,0,2,No Deposit,0,Transient,G,0,0,0
60077,NOR,Online TA,0,1,No Deposit,0,Transient,E,0,0,0
60080,USA,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,0,0
60082,GBR,Online TA,0,2,No Deposit,0,Transient,B,0,3,0
60104,IRN,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
60120,DEU,Online TA,0,1,No Deposit,0,Transient,E,0,0,0
60133,PRT,Online TA,1,0,No Deposit,0,Transient-Party,B,0,0,1
60144,IRL,Offline TA/TO,0,3,No Deposit,0,Contract,A,0,0,0
60149,PRT,Direct,0,3,No Deposit,0,Transient,F,0,0,1
60150,BRA,Online TA,0,1,No Deposit,0,Transient,B,0,1,1
60153,CN,Direct,0,0,No Deposit,0,Transient,A,0,0,1
60191,ROU,Online TA,0,1,No Deposit,0,Transient,E,0,2,0
60195,NLD,Online TA,0,0,No Deposit,0,Group,A,0,0,0
60198,BGD,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
60203,IND,Direct,0,4,No Deposit,0,Transient,A,0,0,0
60204,ARG,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
60218,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,G,0,0,0
60227,USA,Online TA,0,0,No Deposit,0,Transient,C,0,2,1
60236,DEU,Direct,0,0,No Deposit,0,Transient,G,0,0,1
60250,POL,Direct,0,1,No Deposit,0,Transient,G,0,2,0
60278,AGO,Direct,0,2,No Deposit,0,Transient-Party,A,0,0,0
60281,GBR,Online TA,0,1,No Deposit,0,Transient-Party,D,0,0,0
60307,IND,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
60310,CHL,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
60319,KAZ,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
60330,ROU,Groups,0,1,No Deposit,0,Transient-Party,D,0,2,0
60331,NLD,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
60337,PRT,Online TA,0,2,No Deposit,0,Transient-Party,D,0,0,1
60346,TUN,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
60369,ARE,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
60408,FIN,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
60426,FRA,Direct,0,0,No Deposit,0,Transient,C,1,0,0
60435,GBR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,0,0
60447,ITA,Direct,0,1,No Deposit,0,Transient,A,1,0,0
60502,CN,Direct,0,2,No Deposit,0,Transient,F,1,0,0
60514,LTU,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
60515,PRT,Online TA,0,0,No Deposit,0,Contract,B,0,1,1
60519,FRA,Groups,0,0,No Deposit,0,Transient,E,1,0,0
60605,ITA,Aviation,0,2,No Deposit,0,Transient,A,0,0,0
60615,GBR,Direct,0,4,No Deposit,0,Transient,C,0,1,0
60629,CHN,Online TA,0,0,No Deposit,0,Transient,H,1,2,0
60654,NZL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
60665,ITA,Groups,0,0,No Deposit,0,Transient-Party,D,0,0,0
60667,GBR,Complementary,0,0,No Deposit,0,Transient,E,1,2,0
60668,BRA,Direct,0,0,No Deposit,0,Group,D,0,5,0
60671,PRT,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,0,1
60700,IRL,Online TA,0,1,No Deposit,0,Transient,C,0,1,0
60749,UKR,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
60778,PRT,Direct,0,2,No Deposit,0,Transient,E,0,1,0
60784,LUX,Online TA,0,1,No Deposit,0,Transient,A,0,3,1
60794,CHN,Online TA,0,5,No Deposit,0,Transient,A,0,2,1
60802,NOR,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
60812,PRT,Groups,0,1,No Deposit,0,Transient,A,0,1,0
60824,CN,Direct,0,0,No Deposit,0,Transient,F,0,2,1
60834,JPN,Direct,0,1,No Deposit,0,Transient,D,0,1,0
60838,DEU,Complementary,0,0,No Deposit,0,Transient,A,0,3,0
60848,MAR,Online TA,0,0,No Deposit,0,Contract,B,0,1,0
60868,NOR,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
60878,ISR,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
60881,CHE,Online TA,0,3,No Deposit,0,Transient-Party,B,0,1,0
60887,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,C,0,0,1
60888,ESP,Direct,0,0,No Deposit,0,Group,A,0,0,0
60890,POL,Online TA,0,0,No Deposit,0,Contract,D,1,1,0
60902,LUX,Direct,0,2,No Deposit,0,Transient,F,1,0,0
60936,PRT,Offline TA/TO,0,3,No Deposit,0,Transient,E,1,0,0
60945,BEL,Online TA,0,0,No Deposit,0,Contract,D,0,0,0
60946,PRT,Direct,0,1,No Deposit,0,Transient,H,1,2,0
60949,PER,Online TA,11,0,No Deposit,0,Transient,A,0,1,0
60991,PRT,Corporate,0,2,No Deposit,0,Transient,D,0,0,1
61002,PRT,Complementary,2,0,No Deposit,0,Transient-Party,A,0,3,0
61006,AUS,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
61018,USA,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
61020,NOR,Direct,0,1,No Deposit,0,Transient,G,0,0,1
61025,ROU,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
61048,ESP,Direct,0,0,No Deposit,0,Transient,A,0,5,0
61061,ITA,Direct,0,2,No Deposit,0,Transient,A,1,2,0
61062,NOR,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
61093,KWT,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
61118,ITA,Online TA,0,3,No Deposit,0,Transient-Party,B,0,1,0
61136,URY,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
61168,ZWE,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
61188,PRT,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,1
61199,PRT,Corporate,0,0,No Deposit,0,Group,A,0,0,1
61232,AGO,Direct,0,1,No Deposit,0,Transient,E,0,1,0
61276,JEY,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
61278,ESP,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
61299,BRA,Online TA,0,0,No Deposit,0,Transient-Party,D,1,2,0
61303,BRA,Online TA,11,0,No Deposit,0,Transient-Party,A,1,0,0
61309,DZA,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
61320,PRT,Corporate,0,2,No Deposit,0,Transient,E,0,2,0
61337,PRT,Groups,0,0,No Deposit,259,Transient-Party,A,0,0,0
61357,NOR,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
61389,GBR,Direct,0,0,No Deposit,0,Transient,G,1,1,0
61400,SWE,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
61401,BRA,Direct,0,0,No Deposit,0,Transient,F,0,0,0
61421,DEU,Direct,0,1,No Deposit,0,Transient,G,0,0,0
61424,DEU,Groups,0,1,No Deposit,0,Contract,A,0,1,0
61453,MAR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
61490,ESP,Online TA,0,2,No Deposit,0,Transient,H,0,1,0
61495,KOR,Online TA,0,1,No Deposit,0,Transient,H,0,2,1
61505,PRT,Online TA,0,1,No Deposit,0,Transient-Party,E,0,1,0
61521,LBN,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
61529,KAZ,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
61537,EST,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
61546,POL,Online TA,0,0,No Deposit,0,Transient,E,0,3,0
61568,PRT,Online TA,0,20,No Deposit,0,Transient,E,0,0,0
61585,CHE,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
61596,FRA,Offline TA/TO,0,1,No Deposit,0,Group,A,0,1,0
61602,ITA,Direct,0,2,No Deposit,0,Transient,F,1,0,0
61606,AUS,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
61610,AUS,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
61621,CHN,Direct,0,0,No Deposit,0,Transient,A,0,1,0
61630,CN,Direct,0,1,No Deposit,0,Transient,F,0,1,0
61647,NOR,Online TA,0,1,No Deposit,0,Transient,F,0,0,1
61648,DEU,Online TA,0,3,No Deposit,0,Transient-Party,D,0,0,1
61669,AUT,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
61691,IRL,Online TA,0,3,No Deposit,0,Transient-Party,A,0,3,0
61701,BRA,Online TA,0,1,No Deposit,0,Transient,G,1,2,0
61713,ARM,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
61750,FRA,Offline TA/TO,0,2,No Deposit,27,Transient-Party,A,0,0,0
61770,NLD,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
61782,FRA,Direct,0,0,No Deposit,0,Transient,A,0,3,1
61788,NLD,Direct,0,1,No Deposit,0,Transient,A,0,0,1
61798,GBR,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,4,0
61826,DEU,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
61846,ARG,Direct,0,0,No Deposit,0,Transient-Party,D,0,1,0
61850,ISL,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
61861,CHE,Online TA,0,0,No Deposit,0,Contract,D,0,1,0
61864,ARG,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
61920,ETH,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
61950,ESP,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
61987,FIN,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
62003,ESP,Complementary,0,1,No Deposit,0,Transient,A,0,1,0
62029,PRT,Complementary,0,0,No Deposit,0,Transient,D,0,0,1
62048,GBR,Groups,0,2,No Deposit,0,Transient-Party,A,0,2,0
62051,PRT,Direct,0,2,No Deposit,0,Transient,C,0,2,0
62068,JPN,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
62103,KOR,Corporate,0,3,No Deposit,0,Transient-Party,E,0,0,0
62105,LBN,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
62109,FRA,Online TA,0,1,No Deposit,0,Transient,D,0,2,1
62117,FRA,Direct,0,0,No Deposit,0,Transient,D,0,1,1
62132,BEL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,3,0
62148,CRI,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
62151,SWE,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
62164,CYP,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
62191,IRL,Online TA,0,0,No Deposit,0,Transient,A,2,1,0
62225,POL,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
62235,FRA,Groups,0,0,No Deposit,49,Transient-Party,A,0,1,0
62239,GBR,Direct,0,0,No Deposit,0,Transient-Party,F,0,0,0
62280,IRN,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
62287,USA,Online TA,0,0,No Deposit,0,Group,A,0,0,0
62288,NLD,Online TA,0,0,No Deposit,0,Contract,F,1,1,0
62289,PRT,Corporate,0,1,No Deposit,0,Transient-Party,E,0,0,1
62301,BEL,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
62335,POL,Online TA,0,0,No Deposit,0,Transient-Party,E,0,3,0
62338,GBR,Direct,0,0,No Deposit,0,Transient,D,0,4,0
62351,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
62390,USA,Online TA,0,1,No Deposit,0,Transient,H,0,1,0
62392,ARG,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
62418,CYP,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
62419,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,F,0,0,0
62430,ARG,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
62457,IRL,Online TA,0,1,No Deposit,0,Transient-Party,A,0,3,0
62458,PRT,Online TA,0,0,No Deposit,0,Group,D,0,1,0
62460,HUN,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
62477,PRT,Direct,1,1,No Deposit,0,Transient,E,0,0,1
62507,LBN,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
62519,CHN,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
62541,USA,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
62545,GBR,Corporate,0,0,No Deposit,0,Transient-Party,A,1,1,0
62551,NLD,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,1,0
62553,GBR,Online TA,0,1,No Deposit,0,Transient-Party,D,0,2,0
62555,PRI,Direct,0,0,No Deposit,0,Transient,A,0,0,0
62587,BRA,Online TA,0,2,No Deposit,0,Transient-Party,A,0,0,0
62638,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,2,0
62643,DEU,Direct,0,0,No Deposit,0,Transient-Party,A,0,3,0
62650,RUS,Direct,0,2,No Deposit,0,Transient,A,0,0,0
62659,NGA,Online TA,0,2,No Deposit,0,Transient,F,0,1,1
62663,ROU,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
62665,BRA,Corporate,0,1,No Deposit,0,Transient-Party,G,0,0,0
62673,ROU,Direct,0,2,No Deposit,0,Transient,C,0,0,0
62683,NLD,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,0
62717,HUN,Online TA,0,3,No Deposit,0,Transient,A,0,0,1
62727,ABW,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
62735,AUT,Direct,0,0,No Deposit,0,Transient,A,0,0,1
62744,IRL,Online TA,0,2,No Deposit,0,Transient-Party,A,0,3,0
62756,COL,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
62788,POL,Corporate,0,7,No Deposit,0,Transient-Party,A,0,1,0
62824,ITA,Online TA,0,0,No Deposit,0,Transient-Party,D,1,1,0
62837,LUX,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
62852,DEU,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
62863,CHL,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
62877,JPN,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
62898,GBR,Online TA,0,4,No Deposit,0,Transient,D,0,1,0
62913,NZL,Online TA,0,1,No Deposit,0,Transient-Party,A,1,0,0
62923,PRT,Aviation,0,0,No Deposit,0,Transient-Party,D,0,0,1
62932,ITA,Direct,0,1,No Deposit,0,Transient,F,0,0,1
62947,TUR,Online TA,0,1,No Deposit,0,Transient,A,0,4,0
62962,IND,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
62964,AUS,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
63005,POL,Groups,0,0,Refundable,0,Transient-Party,A,0,0,0
63006,FRA,Direct,0,0,No Deposit,0,Transient,F,1,1,0
63010,FRA,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
63044,PRT,Corporate,1,0,No Deposit,0,Transient,D,1,1,0
63060,CHN,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
63070,PRT,Online TA,0,1,No Deposit,0,Contract,A,0,3,0
63081,ARG,Online TA,0,0,No Deposit,0,Transient-Party,G,0,0,0
63105,ESP,Direct,0,2,No Deposit,0,Transient,A,0,0,1
63122,ZWE,Direct,0,4,No Deposit,0,Transient,D,0,0,1
63128,GBR,Corporate,0,0,No Deposit,0,Transient-Party,D,1,0,0
63144,BEL,Online TA,0,1,No Deposit,0,Transient-Party,D,0,0,0
63148,PRT,Offline TA/TO,2,2,No Deposit,0,Group,A,0,0,0
63161,USA,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
63164,NOR,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
63170,DEU,Offline TA/TO,0,1,No Deposit,0,Group,A,0,0,0
63181,TUR,Groups,0,1,No Deposit,0,Transient,A,0,0,0
63187,FIN,Direct,0,2,No Deposit,0,Transient-Party,A,0,2,0
63188,PRT,Direct,2,0,No Deposit,0,Transient-Party,B,0,1,1
63201,ROU,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
63221,ITA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,B,0,1,0
63230,DEU,Corporate,0,3,No Deposit,0,Transient,A,0,0,0
63244,AUT,Online TA,0,0,No Deposit,0,Transient-Party,B,0,2,1
63261,ITA,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,0
63315,PRT,Groups,0,2,No Deposit,0,Transient,A,0,0,0
63339,ITA,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
63341,PRT,Groups,0,0,Non Refund,23,Transient,A,0,0,1
63348,PRT,Direct,0,5,No Deposit,0,Transient,D,1,1,0
63363,FRA,Direct,0,0,No Deposit,0,Transient,G,0,3,0
63379,CHE,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
63384,PRT,Complementary,0,0,No Deposit,0,Transient,E,0,1,0
63386,DEU,Online TA,0,0,Non Refund,0,Transient,D,0,1,1
63395,IRL,Direct,0,1,No Deposit,0,Transient,G,0,1,0
63402,NLD,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
63408,DEU,Online TA,0,1,No Deposit,0,Transient-Party,B,1,0,0
63411,FRA,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
63423,ESP,Direct,0,5,No Deposit,0,Transient-Party,E,1,3,0
63454,IMN,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
63471,CHE,Online TA,0,1,No Deposit,0,Transient,B,0,4,0
63475,ESP,Direct,0,1,No Deposit,0,Transient,C,0,1,0
63521,CN,Direct,0,2,No Deposit,0,Transient,G,1,1,0
63543,PRT,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
63547,PRT,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,1,1,0
63563,THA,Online TA,0,3,No Deposit,0,Transient,A,0,2,0
63576,PRT,Groups,0,0,Non Refund,28,Transient,A,0,0,1
63583,THA,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
63596,PRT,Direct,0,5,No Deposit,0,Transient,E,1,1,0
63597,PRT,Online TA,0,0,No Deposit,0,Transient,H,0,2,1
63627,IRL,Direct,0,0,No Deposit,0,Transient-Party,F,0,0,1
63635,ARG,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
63685,GBR,Online TA,0,2,No Deposit,0,Transient,D,1,2,0
63699,NOR,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
63715,ESP,Direct,0,0,No Deposit,0,Transient,H,0,0,1
63740,POL,Corporate,0,0,No Deposit,0,Transient,E,0,0,0
63741,ISR,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
63750,CZE,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
63761,GBR,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
63778,GBR,Groups,0,0,No Deposit,0,Transient,A,1,1,0
63781,UKR,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
63802,DZA,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
63811,PRT,Direct,0,1,No Deposit,0,Group,D,0,0,1
63819,PRT,Online TA,0,0,No Deposit,0,Transient,F,1,3,0
63821,USA,Online TA,0,1,No Deposit,0,Transient-Party,A,0,3,0
63827,GBR,Corporate,0,0,No Deposit,0,Transient,E,0,1,0
63841,NOR,Direct,0,0,No Deposit,0,Transient,G,0,1,0
63850,USA,Online TA,0,3,No Deposit,0,Transient,B,0,1,0
63875,IND,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
63896,USA,Online TA,0,1,No Deposit,0,Transient,G,0,1,1
63897,ITA,Offline TA/TO,0,1,No Deposit,44,Group,A,0,0,0
63900,CHE,Online TA,0,0,No Deposit,0,Contract,B,0,1,0
63910,ITA,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
63935,USA,Direct,0,2,No Deposit,0,Transient,F,0,0,1
63936,IRL,Online TA,0,7,No Deposit,0,Transient-Party,A,0,1,0
63950,TGO,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
63996,EST,Direct,0,0,No Deposit,0,Transient,A,1,0,0
64001,BLR,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
64008,GBR,Direct,0,1,No Deposit,0,Transient,E,0,2,1
64013,KWT,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
64021,GBR,Online TA,0,1,No Deposit,0,Transient,B,0,2,1
64028,PRT,Direct,3,0,No Deposit,0,Transient,A,0,3,1
64029,ESP,Direct,0,4,No Deposit,0,Transient-Party,F,1,0,0
64035,PRT,Direct,0,4,No Deposit,0,Transient,E,0,2,0
64038,FRA,Direct,0,2,No Deposit,0,Transient,D,0,3,0
64044,BRA,Online TA,0,1,No Deposit,0,Transient-Party,H,1,0,0
64071,IRL,Direct,0,0,No Deposit,0,Transient,F,0,3,0
64078,IRL,Direct,0,0,No Deposit,0,Transient,F,0,0,1
64124,PRT,Direct,0,0,No Deposit,0,Transient-Party,B,0,0,1
64143,CHN,Direct,0,0,No Deposit,0,Transient,A,0,3,0
64157,BEL,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
64167,BEL,Online TA,0,2,No Deposit,0,Transient,A,0,3,1
64171,DEU,Corporate,0,0,No Deposit,0,Transient,D,0,0,0
64181,PRT,Offline TA/TO,0,0,Non Refund,165,Transient,A,0,0,1
64198,IRL,Online TA,0,2,No Deposit,0,Transient,E,0,2,0
64211,POL,Groups,0,1,Refundable,0,Transient-Party,A,0,0,0
64291,TUN,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
64314,ESP,Groups,0,0,No Deposit,44,Transient-Party,A,0,0,0
64318,THA,Offline TA/TO,0,0,No Deposit,21,Transient-Party,A,0,0,0
64327,FRA,Groups,0,1,No Deposit,74,Transient-Party,A,0,0,0
64363,DEU,Corporate,0,3,No Deposit,0,Transient-Party,A,0,0,0
64375,AUT,Online TA,0,2,No Deposit,0,Transient,D,1,1,0
64379,FIN,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
64380,PRT,Groups,0,0,Non Refund,30,Transient,A,0,0,1
64392,CHE,Online TA,0,0,No Deposit,0,Transient-Party,E,0,0,1
64394,MDV,Direct,0,4,No Deposit,0,Transient,A,0,1,0
64413,GBR,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,2,0
64419,NLD,Groups,0,0,No Deposit,0,Transient,A,0,0,0
64425,RUS,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
64447,LUX,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
64460,BEL,Direct,0,0,No Deposit,0,Group,F,0,2,0
64482,POL,Online TA,0,1,No Deposit,0,Transient,E,0,1,0
64516,PRT,Online TA,0,1,Refundable,0,Transient,C,0,0,1
64522,BRA,Online TA,0,2,No Deposit,0,Transient,E,0,2,1
64534,ESP,Online TA,0,4,No Deposit,0,Transient,A,0,0,1
64544,CHN,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
64559,CHE,Corporate,0,2,No Deposit,0,Transient-Party,A,0,0,0
64560,USA,Online TA,0,2,No Deposit,0,Transient,F,0,0,1
64563,DNK,Online TA,0,2,No Deposit,0,Transient,B,0,0,1
64580,MAR,Direct,0,1,No Deposit,0,Transient,A,0,1,0
64592,FIN,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
64641,URY,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
64663,TUR,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
64690,GBR,Groups,0,0,No Deposit,43,Transient-Party,D,0,0,0
64691,MAR,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
64692,IRL,Online TA,0,1,No Deposit,0,Transient,G,0,2,0
64694,PRT,Complementary,0,1,No Deposit,0,Transient,F,1,1,0
64710,PRT,Groups,0,2,No Deposit,121,Transient-Party,A,0,1,0
64731,RUS,Groups,0,0,No Deposit,0,Transient-Party,E,0,0,0
64735,DEU,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,0,0
64763,CHE,Online TA,0,2,No Deposit,0,Transient-Party,D,0,2,0
64825,IDN,Direct,0,0,No Deposit,0,Transient,G,1,0,0
64828,PRT,Complementary,0,2,No Deposit,0,Transient,A,1,1,0
64831,NLD,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
64850,ESP,Groups,0,4,No Deposit,0,Transient,A,0,0,0
64860,FRA,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
64877,KWT,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
64883,USA,Corporate,0,0,No Deposit,0,Transient-Party,D,0,0,0
64889,PAK,Online TA,0,0,No Deposit,0,Transient-Party,D,1,0,0
64902,PRT,Groups,0,5,No Deposit,122,Transient-Party,A,0,0,0
64910,PRT,Direct,0,0,No Deposit,0,Transient,L,0,0,1
64918,FIN,Direct,0,0,No Deposit,0,Transient,E,0,1,0
64927,AGO,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
64953,FIN,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
64998,OMN,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
65011,SWE,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
65012,FRA,Groups,0,0,No Deposit,105,Transient-Party,A,0,0,0
65041,PRT,Online TA,0,2,No Deposit,0,Transient,E,0,2,1
